Call_HW=0.000042 | Put_HW=109.955940
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.345474 | Put_HW=0.026383
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.145752 | Put_HW=0.026644
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
Call_HW=150.135773 | Put_HW=0.026657
